;apir_codes;asset_class;aum_comp;aum_share;base_currency;bloomberg_codes;codes;compart_id;currency;default_fundshare_id;default_share_code;default_share_isin_code;default_share_name;eng_asset_class;factsheet;has_docs;isin_codes;main_codes;management_company;moodys_timed;morning_star;morning_star_timed;name;nav;nav_euro;region;showcases;srri_risk;sub_asset_class;timed_performances;apir;bloomberg;isin;url
64;[None, None];Actions;{u'date': u'2017-03-13', u'value': 124752967.7};{u'date': u'2017-03-13', u'value': 25511791.93};Euro;[MSECWTP LX, EEMU FP];{u'isin': u'LU1291098660', u'bloomberg': u'MSECWTP LX', u'apir': None};19837;Euro;19871;{u'type': u'isin', u'value': u'LU1291098660'};LU1291098660;BNP PARIBAS EASY MSCI EMU EX CONTROVERSIAL WEAPONS [TRACK PRIVILEGE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/3eadcbf9-b57d-4a25-baa0-b8bb1ffde2a2/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291098827, LU1291098660];[LU1291098827, LU1291098660];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};4;{u'date': u'2017-03-08', u'value': u'4'};BNP PARIBAS EASY MSCI EMU EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 168.2277};{u'date': u'2017-03-13', u'value': 168.2277};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 17.2205535293}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.18724158665}, u'performance_3y': {u'date': u'2017-02-28', u'value': 19.7731092437}};;MSECWTP LX;LU1291098660;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-emu-ex-controversial-weapons-track-privilege-c-lu1291098660
65;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 576808663.81};{u'date': u'2017-03-13', u'value': 71427270.21};Euro;[EEUE FP, BNMETPC LX, BNMEXTC LX];{u'isin': u'LU1291099395', u'bloomberg': u'BNMEXTC LX', u'apir': None};19838;Euro;19875;{u'type': u'isin', u'value': u'LU1291099395'};LU1291099395;BNP PARIBAS EASY MSCI EUROPE EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/9bfe71ac-bc48-42aa-a4d7-21be4b847811/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291099478, LU1291099395, LU1291099718];[LU1291099478, LU1291099395, LU1291099718];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 144.6297};{u'date': u'2017-03-13', u'value': 144.6297};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 13.8889154705}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.3060268534}, u'performance_5y': {u'date': u'2017-02-28', u'value': 49.1558224543}, u'performance_3y': {u'date': u'2017-02-28', u'value': 14.9707776526}};;BNMEXTC LX;LU1291099395;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-ex-controversial-weapons-track-classic-c-lu1291099395
66;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 21880418.38};{u'date': u'2017-03-13', u'value': 767396.35};Euro;[BNMEETC LX, EEXU FP, BNMEETP LX];{u'isin': u'LU1291100151', u'bloomberg': u'BNMEETC LX', u'apir': None};19839;Euro;19882;{u'type': u'isin', u'value': u'LU1291100151'};LU1291100151;BNP PARIBAS EASY MSCI EUROPE EX UK EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291100151, LU1291100664, LU1291100409];[LU1291100151, LU1291100664, LU1291100409];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE EX UK EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 121.9459};{u'date': u'2017-03-13', u'value': 121.9459};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.0488251156}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.33194673544}, u'performance_5y': {u'date': u'2017-02-28', u'value': 68.9769448373}, u'performance_3y': {u'date': u'2017-02-28', u'value': 25.5561744614}};;BNMEETC LX;LU1291100151;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-ex-uk-ex-controversial-weapons-track-classic-c-lu1291100151
67;[None, None];Actions;{u'date': u'2017-03-10', u'value': 5799403.37};{u'date': u'2017-03-10', u'value': 1228892.09};Euro;[BNMSCTP LX, EESM FP];{u'isin': u'LU1291101126', u'bloomberg': u'BNMSCTP LX', u'apir': None};19840;Euro;19890;{u'type': u'isin', u'value': u'LU1291101126'};LU1291101126;BNP PARIBAS EASY MSCI EUROPE SMALL CAPS EX CONTROVERSIAL WEAPONS [TRACK PRIVILEGE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/415d33d8-8574-4544-a903-7353eaff9da0/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291101555, LU1291101126];[LU1291101555, LU1291101126];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI EUROPE SMALL CAPS EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-10', u'value': 197.5858};{u'date': u'2017-03-10', u'value': 197.5858};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 15.387208348}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.75958703942}, u'performance_3y': {u'date': u'2017-02-28', u'value': 29.415148925}};;BNMSCTP LX;LU1291101126;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-europe-small-caps-ex-controversial-weapons-track-privilege-c-lu1291101126
68;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 271836045.15};{u'date': u'2017-03-13', u'value': 115275.35};Euro;[EJAP FP, BNMJXTC LX, BNMJTPC LX];{u'isin': u'LU1291101985', u'bloomberg': u'BNMJXTC LX', u'apir': None};19841;Euro;19896;{u'type': u'isin', u'value': u'LU1291101985'};LU1291101985;BNP PARIBAS EASY MSCI JAPAN EX CONTROVERSIAL WEAPONS TRACK CLASSIC CAPITALISATION;Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/483c00e3-8830-4a2a-a67e-f21fda64a5a2/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291102447, LU1291102108, LU1291101985];[LU1291102447, LU1291102108, LU1291101985];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI JAPAN EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 126.2141};{u'date': u'2017-03-13', u'value': 126.2141};Monde;[];6;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 21.7039568692}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 3.31958803567}, u'performance_5y': {u'date': u'2017-02-28', u'value': 67.9695721499}, u'performance_3y': {u'date': u'2017-02-28', u'value': 48.4776838149}};;BNMJXTC LX;LU1291101985;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-easy-msci-japan-ex-controversial-weapons-track-classic-capitalisationlu1291101985
69;[None, None];Actions;{u'date': u'2017-03-13', u'value': 49294579.25};{u'date': u'2017-03-13', u'value': 20983744.86};Dollar;[BNMK4TP LX, EKLD FP];{u'isin': u'LU1291103171', u'bloomberg': u'BNMK4TP LX', u'apir': None};19842;Dollar;19904;{u'type': u'isin', u'value': u'LU1291103171'};LU1291103171;BNP PARIBAS EASY MSCI KLD 400 SOCIAL [TRACK PRIVILEGE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/9cba9817-1be4-4388-8925-ff04ef42160d/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291103338, LU1291103171];[LU1291103338, LU1291103171];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY MSCI KLD 400 SOCIAL;{u'date': u'2017-03-13', u'value': 115.6065};{u'date': u'2017-03-13', u'value': 108.36};Amérique du Nord;[];5;Actions américaines;{u'performance_1y': {u'date': u'2017-02-28', u'value': 22.7917420453}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 5.60306481181}};;BNMK4TP LX;LU1291103171;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/bnp-paribas-easy-msci-kld-400-social-track-privilege-c-lu1291103171
70;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 1017664763.64};{u'date': u'2017-03-13', u'value': 203787.16};Euro;[ENAM FP, BNMNTPC LX, BNMNATC LX];{u'isin': u'LU1291103684', u'bloomberg': u'BNMNATC LX', u'apir': None};19843;Euro;19909;{u'type': u'isin', u'value': u'LU1291103684'};LU1291103684;BNP PARIBAS EASY MSCI NORTH AMERICA EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291103684, LU1291104062, LU1291104575];[LU1291103684, LU1291104062, LU1291104575];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY MSCI NORTH AMERICA EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 201.0592};{u'date': u'2017-03-13', u'value': 201.0592};Amérique du Nord;[];5;Actions américaines;{u'performance_1y': {u'date': u'2017-02-28', u'value': 25.8592889334}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 4.75983342589}, u'performance_5y': {u'date': u'2017-02-28', u'value': 110.746043392}, u'performance_3y': {u'date': u'2017-02-28', u'value': 62.8911211925}};;BNMNATC LX;LU1291103684;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/bnp-paribas-easy-msci-north-america-ex-controversial-weapons-track-classic-c-lu1291103684
71;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 120528275.81};{u'date': u'2017-03-13', u'value': 225808.3};Euro;[EPEJ FP, BNMPETC LX, BNMPTPC LX];{u'isin': u'LU1291105382', u'bloomberg': u'BNMPETC LX', u'apir': None};19844;Euro;19917;{u'type': u'isin', u'value': u'LU1291105382'};LU1291105382;BNP PARIBAS EASY MSCI PACIFIC EX JAPAN EX CONTROVERSIAL WEAPONS  TRACK CLASSIC CAPITALISATION;Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291105895, LU1291106356, LU1291105382];[LU1291105895, LU1291106356, LU1291105382];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS EASY MSCI PACIFIC EX JAPAN EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 202.0415};{u'date': u'2017-03-13', u'value': 202.0415};Pays émergents;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 30.4294087337}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 7.6793391935}, u'performance_5y': {u'date': u'2017-02-28', u'value': 45.7497480927}, u'performance_3y': {u'date': u'2017-02-28', u'value': 33.9228225646}};;BNMPETC LX;LU1291105382;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/bnp-paribas-easy-msci-pacific-ex-japan-ex-controversial-weapons-track-classic-capitalisationlu1291105382
72;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 9435881.74};{u'date': u'2017-03-13', u'value': 4771271.82};Euro;[BNMUETP LX, EUKD FP, BNMUETC LX];{u'isin': u'LU1291107248', u'bloomberg': u'BNMUETC LX', u'apir': None};19955;Euro;19956;{u'type': u'isin', u'value': u'LU1291107248'};LU1291107248;BNP PARIBAS EASY MSCI UK EX CONTROVERSIAL WEAPONS [TRACK CLASSIC, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291107917, LU1291107248, LU1291107594];[LU1291107917, LU1291107248, LU1291107594];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};1;{u'date': u'2017-03-08', u'value': u'1'};BNP PARIBAS EASY MSCI UK EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-13', u'value': 111.979};{u'date': u'2017-03-13', u'value': 111.979};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 12.1375571912}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 0.92946965555}, u'performance_5y': {u'date': u'2017-02-28', u'value': 36.2948500967}, u'performance_3y': {u'date': u'2017-02-28', u'value': 10.6843707049}};;BNMUETC LX;LU1291107248;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-msci-uk-ex-controversial-weapons-track-classic-c-lu1291107248
73;[None, None, None, None];Actions;{u'date': u'2017-03-10', u'value': 62629534.26};{u'date': u'2017-03-10', u'value': 7683435.5};Dollar;[BNMWETC LX, BNMWTPC LX, BNWTIHE LX, EWRD FP];{u'isin': u'LU1291108998', u'bloomberg': u'BNWTIHE LX', u'apir': None};19788;Euro;19805;{u'type': u'isin', u'value': u'LU1291108998'};LU1291108998;BNP PARIBAS EASY MSCI WORLD EX CONTROVERSIAL WEAPONS [TRACK PRIVILEGE H EUR, C];Equity;;[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291108303, LU1291108642, LU1291108998, LU1291108485];[LU1291108303, LU1291108642, LU1291108998, LU1291108485];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY MSCI WORLD EX CONTROVERSIAL WEAPONS;{u'date': u'2017-03-10', u'value': 104.75};{u'date': u'2017-03-10', u'value': 104.75};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-01-31', u'value': -23.0761668994}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 5.01253132832}, u'performance_5y': {u'date': u'2017-01-31', u'value': 4.59918620304}, u'performance_3y': {u'date': u'2017-01-31', u'value': -21.7169558452}};;BNWTIHE LX;LU1291108998;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-easy-msci-world-ex-controversial-weapons-track-privilege-h-eur-c-lu1291108998
74;[None, None, None];Actions;{u'date': u'2017-03-13', u'value': 60031563.61};{u'date': u'2017-03-13', u'value': 58031206.54};Euro;[U11S FP Equity, E11E FP Equity, E11D FP Equity];{u'isin': u'FR0012739423', u'bloomberg': u'E11E FP Equity', u'apir': None};18015;Euro;18019;{u'type': u'isin', u'value': u'FR0012739423'};FR0012739423;BNP PARIBAS EASY NEXT 11 UCITS ETF [EUR C, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/df0740b7-18b6-41b2-88f4-050f94ca9c8e/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0012739423, FR0012740934, FR0012739928];[FR0012739423, FR0012740934, FR0012739928];AUTO GEREE;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY NEXT 11 UCITS ETF;{u'date': u'2017-03-13', u'value': 126.9027};{u'date': u'2017-03-13', u'value': 126.9027};Pays émergents;[];6;Actions émergentes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 16.5726624959}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 5.82257905749}, u'performance_5y': {u'date': u'2017-02-28', u'value': 27.3519436578}, u'performance_3y': {u'date': u'2017-02-28', u'value': 24.1566144612}};;E11E FP Equity;FR0012739423;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-emergentes/bnp-paribas-easy-next-11-ucits-etf-eur-c-c-fr0012739423
75;[None];Actions;{u'date': u'2017-03-13', u'value': 23036623.13};{u'date': u'2017-03-13', u'value': 23036623.13};Euro;[XU61 GR Equity];{u'isin': u'LU1291109293', u'bloomberg': u'XU61 GR Equity', u'apir': None};19789;Euro;19807;{u'type': u'isin', u'value': u'LU1291109293'};LU1291109293;BNP PARIBAS EASY NMX® 30 INFRASTRUCTURE GLOBAL [UCITS ETF, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/ba2459a5-3e88-40eb-8fab-a5e612929510/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291109293];[LU1291109293];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};3;{u'date': u'2017-03-08', u'value': u'3'};BNP PARIBAS EASY NMX® 30 INFRASTRUCTURE GLOBAL;{u'date': u'2017-03-13', u'value': 52.7202};{u'date': u'2017-03-13', u'value': 52.7202};Monde;[];5;Actions internationales;{u'performance_1y': {u'date': u'2017-02-28', u'value': 18.4115732691}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.37919604817}, u'performance_5y': {u'date': u'2017-02-28', u'value': 64.6998638916}, u'performance_3y': {u'date': u'2017-02-28', u'value': 29.7581041107}};;XU61 GR Equity;LU1291109293;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-internationales/bnp-paribas-easy-nmx-30-infrastructure-global-ucits-etf-c-lu1291109293
76;[None, None, None, None];Actions;{u'date': u'2017-03-13', u'value': 1634896818.45};{u'date': u'2017-03-13', u'value': 663377566.04};Euro;[ESEE GR Equity, ESEH FP, ESD FP, ESDD FP];{u'isin': u'FR0011550185', u'bloomberg': u'ESEE GR Equity', u'apir': None};14256;Euro;14258;{u'type': u'isin', u'value': u'FR0011550185'};FR0011550185;BNP PARIBAS EASY S&P 500 UCITS ETF [C EUR, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/4dbf6d9e-fd51-48c7-995d-92c392f171e7/512', u'extension': u'pdf'};[DOC_FP, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0011550185, FR0011550177, FR0011550680, FR0013041530];[FR0011550185, FR0011550177, FR0011550680, FR0013041530];THEAM;{u'date': None, u'value': None};5;{u'date': u'2017-03-08', u'value': u'5'};BNP PARIBAS EASY S&P 500 UCITS ETF;{u'date': u'2017-03-13', u'value': 118.1826};{u'date': u'2017-03-13', u'value': 118.1826};Amérique du Nord;[];5;Actions américaines;{u'performance_1y': {u'date': u'2017-02-28', u'value': 27.8372250159}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 5.33526455408}, u'performance_5y': {u'date': u'2017-02-28', u'value': 138.828582064}, u'performance_3y': {u'date': u'2017-02-28', u'value': 74.9168076664}};;ESEE GR Equity;FR0011550185;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-americaines/bnp-paribas-easy-s-p-500-ucits-etf-c-eur-c-fr0011550185
77;[None, None];Investissements alternatifs & Autres;{u'date': u'2017-03-13', u'value': 147335649.75};{u'date': u'2017-03-13', u'value': 126347027.91};Dollar;[GSCU FP, GSDE GR];{u'isin': u'LU1291109616', u'bloomberg': u'GSDE GR', u'apir': None};20056;Euro;20059;{u'type': u'isin', u'value': u'LU1291109616'};LU1291109616;BNP PARIBAS EASY S&P GSCI® ENERGY&METALS CAPPED COMPONENT 35/20 [UCITS ETF EUR, C];Alternatives & Other;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/eaac1e32-37a9-4a52-af2a-a2334e367cd9/512', u'extension': u'pdf'};[DOC_ADL_FEE_GRID, DOC_FP, DOC_NOTICE-DIVIDEND, DOC_NOTICE-MEETING, DOC_NOTICE-MERGER, DOC_NOTICE-PROSPECTUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[LU1291109533, LU1291109616];[LU1291109533, LU1291109616];BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG;{u'date': None, u'value': None};;{u'date': None, u'value': None};BNP PARIBAS EASY S&P GSCI® ENERGY&METALS CAPPED COMPONENT 35/20;{u'date': u'2017-03-13', u'value': 27.04};{u'date': u'2017-03-13', u'value': 27.04};Monde;[];6;Matières premières;{u'performance_1y': {u'date': u'2017-02-28', u'value': 23.8207051237}, u'performance_ytd': {u'date': u'2017-03-10', u'value': -5.9472579284}, u'performance_5y': {u'date': u'2017-02-28', u'value': -25.3322625554}, u'performance_3y': {u'date': u'2017-02-28', u'value': -16.6040664104}};;GSDE GR;LU1291109616;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/matieres-premieres/bnp-paribas-easy-s-p-gsci-energy-metals-capped-component-35-20-ucits-etf-eur-c-lu1291109616
78;[None];Actions;{u'date': u'2017-03-13', u'value': 10240204.32};{u'date': u'2017-03-13', u'value': 10240204.32};Euro;[SYA FP Equity];{u'isin': u'FR0010018333', u'bloomberg': u'SYA FP Equity', u'apir': None};1551;Euro;4083;{u'type': u'isin', u'value': u'FR0010018333'};FR0010018333;BNP PARIBAS EASY STOXX EUROPE 600 AUTOMOBILES & PARTS UCITS ETF [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/bacb3a32-8468-4839-a632-ac1cdaf93414/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0010018333];[FR0010018333];THEAM;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS EASY STOXX EUROPE 600 AUTOMOBILES & PARTS UCITS ETF;{u'date': u'2017-03-13', u'value': 697.7517};{u'date': u'2017-03-13', u'value': 697.7517};Europe;[];7;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 20.0887700398}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 2.76976906303}, u'performance_5y': {u'date': u'2017-02-28', u'value': 84.3002833809}, u'performance_3y': {u'date': u'2017-02-28', u'value': 13.8562330282}};;SYA FP Equity;FR0010018333;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-stoxx-europe-600-automobiles-parts-ucits-etf-classique-c-fr0010018333
79;[None];Actions;{u'date': u'2017-03-13', u'value': 25217118.22};{u'date': u'2017-03-13', u'value': 25217118.22};Euro;[SYB FP Equity];{u'isin': u'FR0007068077', u'bloomberg': u'SYB FP Equity', u'apir': None};1552;Euro;4084;{u'type': u'isin', u'value': u'FR0007068077'};FR0007068077;BNP PARIBAS EASY STOXX EUROPE 600 BANKS UCITS ETF [CLASSIQUE, C];Equity;{u'url': u'http://docfinder.is.bnpparibas-ip.com/api/files/af368e9a-679c-45da-875b-b5499b5c80eb/512', u'extension': u'pdf'};[DOC_FP, DOC_NOTICE-MISCELLANEOUS, DOC_REPA, DOC_REPS, DOC_FACTSHEET, DOC_KIID];[FR0007068077];[FR0007068077];THEAM;{u'date': None, u'value': None};2;{u'date': u'2017-03-08', u'value': u'2'};BNP PARIBAS EASY STOXX EUROPE 600 BANKS UCITS ETF;{u'date': u'2017-03-13', u'value': 266.318};{u'date': u'2017-03-13', u'value': 266.318};Europe;[];6;Actions européennes;{u'performance_1y': {u'date': u'2017-02-28', u'value': 20.2206624433}, u'performance_ytd': {u'date': u'2017-03-10', u'value': 5.53019429802}, u'performance_5y': {u'date': u'2017-02-28', u'value': 28.4334224454}, u'performance_3y': {u'date': u'2017-02-28', u'value': -7.73970890212}};;SYB FP Equity;FR0007068077;http://www.bnpparibas-ip.fr/investisseur-prive-particulier/fundsheet/actions-europeennes/bnp-paribas-easy-stoxx-europe-600-banks-ucits-etf-classique-c-fr0007068077
